measure_id,measure_name,score,footnote_score,national_median,footnote_national_median,start_date,end_date
MSPB_1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.99,,"$27,416.63",,01/01/2024,12/31/2024
